"[7, 6, 1, 6, 0, 1, 6, 6, 3, 1, 0, 7, 6, 7, 2, 0, 7, 5, 7, 1, 0, 2, 6, 4, 5, 1, 0, 2]",inf,33.90637207
"[6, 2, 7, 1, 7, 6, 4, 1, 1, 4, 2, 3, 2, 7, 2, 3, 3, 1, 1, 1, 7, 1, 7, 3, 5, 6, 0, 2]",33.39418411,33.12568665
"[1, 6, 4, 0, 5, 4, 4, 2, 3, 3, 4, 3, 6, 1, 4, 0, 1, 4, 6, 2, 1, 4, 6, 1, 0, 1, 3, 6]",34.10686493,33.74553299
"[1, 3, 4, 0, 6, 6, 1, 5, 1, 7, 6, 0, 0, 3, 6, 2, 4, 3, 0, 6, 7, 3, 7, 0, 4, 3, 1, 6]",33.7313385,33.42416
"[3, 3, 5, 7, 2, 4, 0, 3, 3, 2, 4, 3, 4, 7, 5, 2, 3, 3, 5, 3, 7, 2, 1, 1, 7, 1, 0, 2]",34.16528702,32.194561
"[6, 6, 4, 0, 4, 4, 0, 5, 6, 1, 4, 2, 7, 0, 3, 1, 2, 7, 5, 6, 0, 1, 0, 0, 1, 2, 5, 7]",34.63114548,32.04854965
"[5, 4, 7, 0, 2, 0, 4, 2, 6, 1, 5, 6, 1, 3, 6, 6, 2, 0, 7, 1, 0, 4, 1, 4, 0, 4, 7, 5]",34.74571991,34.53684235
"[6, 0, 1, 5, 6, 6, 5, 5, 0, 5, 5, 7, 4, 2, 3, 4, 7, 3, 5, 4, 3, 7, 7, 2, 3, 2, 3, 7]",34.73065567,33.82004166
"[7, 1, 7, 6, 3, 3, 5, 1, 7, 7, 5, 4, 7, 2, 4, 2, 0, 2, 2, 6, 6, 1, 3, 7, 0, 4, 7, 4]",31.57621384,32.65175629
"[6, 0, 6, 5, 6, 0, 6, 7, 1, 5, 0, 1, 1, 0, 6, 6, 2, 4, 4, 2, 2, 7, 6, 6, 7, 2, 1, 0]",35.04573822,34.09005356
"[7, 0, 5, 7, 3, 5, 3, 0, 7, 3, 5, 0, 7, 7, 0, 1, 0, 1, 4, 5, 7, 5, 2, 7, 4, 1, 6, 5]",29.93143463,29.40612411
"[0, 6, 4, 1, 0, 6, 1, 5, 2, 7, 6, 1, 2, 7, 2, 0, 6, 0, 0, 5, 1, 1, 6, 2, 0, 3, 7, 7]",34.43606949,33.899086
"[7, 7, 1, 1, 1, 3, 6, 1, 0, 5, 5, 4, 0, 2, 7, 2, 3, 7, 2, 2, 0, 1, 6, 7, 1, 3, 1, 0]",34.83081818,32.06830215
"[3, 5, 7, 6, 1, 7, 6, 6, 0, 2, 5, 1, 6, 7, 6, 7, 5, 1, 5, 7, 3, 1, 0, 2, 3, 2, 5, 4]",33.85999298,33.65800858
"[1, 4, 2, 7, 6, 1, 6, 7, 1, 0, 6, 1, 5, 5, 7, 0, 0, 3, 4, 5, 1, 5, 4, 0, 3, 4, 6, 3]",33.86968613,33.67479706
"[5, 0, 3, 4, 7, 6, 4, 1, 4, 3, 7, 5, 0, 3, 0, 5, 5, 4, 1, 6, 1, 3, 3, 6, 6, 6, 5, 4]",35.07048035,34.5606041
"[2, 0, 0, 3, 4, 4, 5, 0, 0, 4, 5, 3, 2, 6, 4, 4, 1, 5, 5, 1, 3, 1, 5, 6, 3, 5, 7, 1]",34.23916245,34.17557907
"[6, 1, 4, 6, 5, 5, 1, 0, 3, 4, 6, 0, 2, 2, 1, 3, 6, 6, 5, 2, 1, 6, 4, 6, 7, 6, 6, 7]",31.44028664,32.41284561
"[2, 4, 2, 2, 7, 5, 7, 5, 2, 6, 5, 0, 7, 5, 1, 1, 2, 3, 6, 4, 3, 5, 2, 2, 7, 7, 3, 2]",29.11396027,29.36637497
"[2, 1, 0, 2, 6, 1, 2, 6, 3, 2, 7, 6, 3, 7, 7, 1, 7, 3, 1, 7, 4, 1, 1, 3, 3, 4, 1, 2]",36.05496216,35.20917511
"[6, 6, 2, 4, 4, 4, 1, 1, 7, 0, 1, 1, 5, 0, 2, 2, 3, 2, 2, 2, 3, 4, 6, 6, 0, 0, 2, 2]",34.47101593,34.03603363
"[2, 5, 5, 0, 0, 5, 0, 4, 4, 6, 2, 7, 0, 4, 5, 4, 1, 6, 6, 5, 3, 0, 7, 1, 6, 6, 6, 0]",34.65803146,33.10363388
"[3, 0, 5, 4, 2, 6, 2, 6, 3, 7, 2, 4, 4, 7, 7, 2, 6, 2, 1, 2, 7, 7, 5, 4, 0, 4, 5, 4]",35.20028305,34.2731514
"[2, 4, 4, 7, 3, 5, 0, 3, 5, 1, 2, 2, 2, 1, 7, 2, 2, 1, 0, 5, 0, 0, 0, 7, 6, 1, 6, 7]",32.76268005,33.00253677
"[4, 6, 3, 7, 5, 0, 7, 0, 1, 1, 4, 2, 4, 0, 4, 7, 0, 3, 6, 1, 5, 1, 7, 3, 2, 5, 3, 2]",33.40311432,33.20550156
"[1, 4, 2, 3, 2, 3, 3, 3, 2, 1, 0, 5, 6, 2, 6, 6, 4, 4, 4, 5, 2, 6, 6, 0, 0, 4, 1, 3]",29.08176613,26.95811081
"[4, 0, 5, 2, 2, 6, 0, 0, 0, 6, 6, 0, 7, 6, 7, 0, 4, 1, 3, 1, 7, 5, 4, 3, 7, 4, 5, 5]",33.02059555,30.22972679
"[5, 7, 1, 7, 7, 7, 1, 5, 3, 6, 4, 1, 7, 1, 6, 0, 5, 2, 1, 3, 5, 1, 4, 1, 1, 6, 6, 0]",34.37741089,33.52194214
"[0, 3, 4, 0, 2, 0, 3, 1, 3, 7, 1, 3, 1, 5, 4, 0, 3, 1, 2, 0, 7, 6, 1, 5, 0, 7, 1, 5]",29.46051407,29.27492905
"[3, 3, 1, 4, 7, 2, 3, 1, 1, 3, 1, 0, 3, 7, 4, 7, 2, 3, 2, 5, 1, 0, 0, 0, 5, 1, 3, 3]",34.54202271,34.37789917
"[2, 4, 6, 4, 7, 6, 2, 4, 7, 6, 2, 6, 7, 6, 3, 7, 1, 6, 4, 7, 6, 0, 7, 3, 7, 2, 3, 7]",33.99593735,33.14759445
"[0, 0, 5, 4, 1, 1, 5, 7, 2, 6, 4, 3, 0, 2, 3, 2, 4, 3, 5, 1, 6, 5, 7, 3, 7, 6, 0, 5]",33.59939575,32.89970016
"[7, 6, 1, 6, 0, 1, 6, 6, 3, 1, 0, 7, 6, 7, 2, 0, 7, 5, 7, 1, 0, 2, 6, 4, 5, 1, 0, 2]",35.40960693,34.55006409
"[6, 2, 7, 1, 7, 6, 4, 1, 1, 4, 2, 3, 2, 7, 2, 3, 3, 1, 1, 1, 7, 1, 7, 3, 5, 6, 0, 2]",34.41379166,26.25995827
"[5, 0, 6, 7, 4, 1, 5, 3, 4, 4, 1, 5, 7, 7, 7, 5, 5, 6, 0, 1, 5, 3, 2, 4, 7, 7, 4, 0]",34.68199921,34.46778107
"[5, 7, 0, 2, 5, 5, 3, 7, 0, 1, 2, 2, 4, 4, 1, 3, 3, 5, 0, 3, 2, 0, 3, 2, 7, 3, 3, 5]",34.93232346,34.17256546
"[1, 3, 2, 5, 2, 1, 0, 0, 0, 7, 6, 1, 2, 6, 0, 5, 3, 1, 3, 0, 5, 0, 6, 4, 5, 4, 3, 2]",33.34366989,32.81719971
"[3, 2, 2, 0, 7, 3, 2, 5, 4, 5, 7, 1, 4, 2, 6, 5, 0, 5, 5, 7, 3, 7, 1, 7, 2, 7, 1, 2]",34.53325653,34.11824799
"[6, 1, 3, 5, 6, 0, 4, 1, 1, 2, 2, 3, 4, 2, 4, 0, 6, 4, 2, 3, 6, 3, 6, 6, 1, 2, 2, 1]",34.55524826,34.14276505
"[7, 0, 7, 4, 6, 3, 6, 0, 3, 0, 6, 5, 4, 6, 1, 3, 6, 0, 5, 2, 3, 7, 7, 2, 7, 5, 6, 4]",34.44900894,31.40700531
"[0, 3, 0, 6, 0, 6, 5, 0, 3, 6, 6, 4, 7, 5, 4, 3, 3, 5, 7, 0, 7, 4, 7, 5, 4, 0, 5, 5]",34.77200699,32.68993759
"[4, 0, 3, 1, 0, 7, 7, 7, 7, 2, 0, 5, 4, 2, 5, 7, 2, 6, 6, 5, 3, 3, 2, 5, 4, 1, 5, 7]",33.18566513,32.38856506
"[4, 7, 1, 5, 6, 2, 4, 6, 3, 6, 0, 0, 3, 2, 5, 2, 3, 7, 0, 1, 2, 5, 4, 3, 4, 6, 6, 0]",34.12290573,32.02685165
"[0, 7, 6, 3, 7, 0, 2, 2, 5, 7, 3, 6, 0, 2, 1, 2, 1, 2, 6, 7, 2, 1, 3, 2, 2, 7, 2, 1]",33.68873215,33.33966827
"[3, 3, 3, 2, 7, 3, 5, 6, 6, 2, 2, 4, 6, 0, 3, 0, 6, 6, 1, 4, 7, 4, 2, 6, 2, 1, 2, 4]",34.30283356,34.21195984
"[4, 7, 3, 4, 0, 5, 4, 0, 2, 1, 2, 5, 5, 0, 1, 0, 3, 6, 3, 0, 4, 6, 0, 1, 0, 6, 0, 1]",34.56248474,33.95908356
"[0, 5, 7, 6, 5, 4, 7, 4, 5, 4, 1, 5, 3, 4, 6, 5, 3, 2, 2, 5, 1, 3, 6, 1, 5, 4, 3, 3]",28.80197716,27.06224442
"[2, 2, 6, 4, 6, 1, 1, 4, 0, 3, 2, 3, 6, 7, 6, 0, 7, 6, 6, 2, 5, 4, 5, 6, 4, 2, 4, 4]",34.43175888,33.14170074
"[1, 7, 3, 3, 7, 2, 2, 2, 4, 5, 6, 0, 5, 2, 3, 0, 2, 1, 5, 2, 5, 4, 0, 4, 1, 1, 0, 6]",34.87280273,34.46136856
"[6, 3, 5, 2, 0, 0, 3, 4, 6, 6, 1, 1, 2, 3, 1, 5, 6, 2, 7, 7, 1, 0, 7, 5, 2, 0, 3, 3]",34.18994141,32.58068466
"[0, 4, 6, 2, 0, 3, 4, 1, 6, 6, 0, 3, 7, 7, 3, 1, 5, 5, 7, 1, 2, 1, 0, 7, 1, 7, 5, 7]",33.47579193,33.32676697
"[3, 6, 3, 5, 3, 4, 0, 5, 1, 7, 7, 7, 2, 6, 5, 6, 0, 4, 5, 4, 1, 0, 6, 4, 1, 2, 7, 2]",35.21940994,35.0288887
"[0, 6, 3, 4, 4, 7, 4, 1, 0, 2, 6, 1, 4, 2, 4, 0, 2, 7, 1, 2, 0, 5, 0, 3, 6, 2, 7, 6]",34.33055115,31.58000374
"[3, 6, 6, 3, 2, 3, 2, 7, 6, 0, 4, 1, 3, 1, 0, 3, 5, 1, 5, 1, 6, 5, 2, 7, 3, 2, 1, 6]",31.02337074,29.8266964
"[3, 6, 7, 3, 6, 1, 4, 4, 3, 4, 0, 1, 2, 2, 7, 1, 1, 4, 7, 5, 6, 3, 5, 0, 2, 5, 2, 6]",33.45893478,33.50159073
"[1, 1, 0, 4, 7, 0, 0, 7, 3, 5, 4, 6, 6, 7, 4, 1, 0, 0, 1, 4, 6, 3, 2, 1, 2, 2, 2, 5]",35.03717041,34.31739807
"[1, 1, 3, 6, 1, 0, 7, 4, 0, 5, 7, 1, 7, 3, 2, 6, 7, 7, 4, 1, 3, 1, 3, 4, 7, 3, 1, 4]",33.80488968,33.78682327
"[2, 1, 6, 2, 1, 4, 3, 4, 5, 7, 1, 5, 4, 5, 5, 6, 6, 3, 2, 0, 0, 1, 2, 5, 1, 0, 3, 3]",29.59557343,27.90341568
"[0, 6, 7, 1, 5, 6, 0, 0, 7, 3, 7, 2, 4, 7, 6, 2, 7, 0, 1, 4, 7, 5, 0, 0, 1, 4, 0, 1]",35.63444138,34.90961838
"[5, 2, 6, 0, 1, 6, 6, 5, 4, 5, 5, 3, 3, 4, 7, 4, 0, 4, 6, 4, 1, 5, 3, 3, 1, 0, 7, 2]",33.68671799,32.91123199
"[5, 3, 2, 2, 6, 1, 1, 6, 2, 2, 5, 4, 7, 1, 7, 5, 2, 0, 4, 6, 7, 1, 1, 2, 4, 6, 4, 6]",33.79601288,33.32112122
"[2, 6, 0, 2, 5, 5, 1, 0, 3, 3, 2, 0, 5, 7, 7, 0, 2, 2, 0, 3, 6, 3, 1, 2, 5, 5, 3, 2]",34.503685,34.09568405
"[6, 1, 6, 2, 5, 1, 2, 0, 4, 3, 3, 3, 1, 5, 2, 2, 5, 7, 6, 7, 0, 7, 3, 0, 6, 2, 2, 3]",32.77183533,32.42180252
"[5, 3, 2, 1, 6, 3, 7, 2, 1, 7, 6, 5, 5, 5, 4, 5, 3, 4, 7, 6, 3, 2, 2, 5, 1, 3, 0, 6]",33.89331818,33.25782394
"[1, 7, 5, 4, 1, 3, 4, 7, 5, 0, 3, 5, 5, 3, 7, 2, 3, 7, 0, 3, 3, 0, 7, 7, 4, 5, 5, 2]",35.14951324,34.32754517
"[4, 1, 3, 2, 1, 2, 4, 4, 6, 5, 3, 7, 3, 4, 4, 4, 0, 3, 1, 4, 0, 7, 1, 1, 0, 6, 4, 2]",29.26161194,29.08372116
"[5, 7, 1, 5, 4, 7, 6, 6, 2, 1, 6, 4, 1, 7, 7, 4, 6, 4, 1, 6, 6, 0, 4, 2, 2, 4, 5, 2]",35.01983643,34.49765015
"[5, 7, 1, 5, 4, 7, 6, 6, 2, 1, 6, 4, 1, 7, 7, 4, 6, 4, 1, 6, 6, 0, 4, 2, 2, 4, 5, 2]",35.0854187,34.66871262
"[3, 6, 5, 3, 4, 4, 5, 3, 2, 6, 4, 7, 6, 3, 1, 3, 6, 1, 0, 3, 7, 5, 6, 5, 6, 3, 1, 4]",32.82139587,32.98338318
"[1, 7, 4, 7, 2, 0, 4, 3, 3, 4, 1, 7, 1, 3, 1, 1, 1, 6, 0, 6, 5, 7, 1, 5, 2, 7, 0, 1]",34.43891144,30.5673027
"[2, 4, 5, 4, 1, 0, 3, 7, 5, 2, 3, 0, 2, 6, 0, 3, 1, 7, 4, 5, 4, 5, 2, 6, 4, 4, 5, 4]",34.46130753,33.82150269
"[2, 7, 1, 7, 5, 2, 0, 0, 6, 7, 1, 1, 5, 5, 2, 1, 2, 4, 0, 3, 6, 7, 1, 5, 6, 6, 7, 3]",34.50915909,34.18515778
"[0, 2, 3, 1, 7, 3, 2, 0, 4, 6, 6, 2, 2, 6, 6, 7, 3, 5, 1, 5, 0, 1, 6, 1, 1, 0, 3, 0]",34.16950226,33.62968063
"[0, 0, 2, 3, 1, 5, 3, 6, 6, 6, 3, 7, 4, 5, 4, 2, 3, 6, 6, 5, 6, 7, 7, 7, 6, 7, 6, 1]",28.58789063,28.2028923
"[3, 7, 0, 3, 5, 0, 3, 4, 0, 7, 2, 4, 3, 3, 4, 7, 0, 6, 3, 7, 2, 1, 7, 5, 0, 0, 0, 6]",35.90802383,35.38462067
"[0, 5, 3, 1, 0, 3, 6, 7, 5, 4, 4, 3, 7, 1, 0, 0, 6, 6, 1, 2, 1, 4, 7, 6, 4, 0, 1, 3]",34.22813416,33.56902313
"[7, 5, 7, 2, 1, 6, 5, 0, 4, 0, 7, 2, 3, 2, 3, 7, 5, 5, 6, 0, 2, 2, 6, 2, 2, 1, 5, 3]",28.7757206,25.28275681
"[3, 0, 6, 7, 6, 3, 1, 4, 2, 1, 1, 6, 7, 2, 1, 3, 7, 6, 4, 7, 6, 7, 6, 2, 0, 2, 5, 7]",34.43802643,33.62052155
"[6, 7, 1, 6, 4, 3, 6, 3, 3, 5, 3, 3, 0, 5, 1, 2, 6, 3, 7, 2, 7, 5, 5, 6, 6, 0, 7, 7]",32.70967102,32.52424622
"[0, 6, 3, 1, 2, 5, 7, 3, 3, 1, 2, 3, 3, 4, 7, 5, 0, 5, 6, 6, 3, 6, 1, 5, 7, 0, 1, 7]",33.58094406,33.03632736
"[3, 6, 2, 1, 3, 7, 4, 1, 7, 1, 5, 3, 6, 3, 0, 4, 5, 2, 3, 4, 3, 3, 3, 6, 4, 6, 1, 3]",29.23913956,28.98705482
"[0, 7, 6, 0, 5, 6, 2, 3, 7, 4, 3, 4, 5, 6, 2, 2, 4, 2, 1, 2, 3, 7, 5, 4, 3, 3, 5, 3]",32.97610092,31.23149872
"[0, 7, 6, 7, 4, 0, 4, 1, 7, 1, 0, 2, 7, 3, 7, 1, 5, 4, 1, 7, 4, 2, 2, 6, 1, 5, 5, 4]",34.07012177,33.70043182
"[1, 5, 3, 7, 2, 0, 1, 2, 0, 7, 2, 6, 7, 1, 3, 7, 0, 6, 4, 1, 7, 0, 2, 7, 4, 6, 6, 3]",29.60391617,27.87084007
"[0, 5, 2, 4, 7, 1, 7, 7, 3, 2, 6, 2, 0, 6, 6, 7, 7, 3, 1, 2, 0, 6, 7, 4, 2, 0, 1, 1]",34.71941376,34.26301193
"[3, 2, 2, 2, 4, 7, 1, 2, 1, 7, 5, 6, 0, 6, 5, 5, 6, 2, 7, 2, 5, 7, 6, 1, 0, 0, 7, 1]",inf,26.37805939
"[0, 0, 6, 3, 6, 0, 1, 0, 0, 5, 4, 7, 3, 6, 3, 6, 6, 0, 4, 0, 6, 2, 2, 2, 3, 1, 2, 1]",30.32329559,30.77309608
"[2, 0, 1, 1, 3, 4, 3, 4, 4, 6, 4, 1, 6, 1, 1, 1, 6, 2, 3, 5, 2, 6, 3, 7, 5, 4, 0, 6]",34.27304077,33.82754517
"[4, 6, 3, 3, 1, 7, 4, 0, 6, 1, 1, 2, 1, 5, 0, 1, 3, 5, 3, 6, 6, 6, 6, 3, 1, 1, 4, 6]",33.80203247,33.72119522
"[3, 6, 0, 0, 1, 3, 7, 2, 6, 3, 2, 3, 7, 3, 5, 4, 5, 4, 6, 3, 6, 2, 5, 7, 4, 0, 0, 4]",33.52103806,33.09254074
"[2, 2, 7, 3, 5, 7, 2, 2, 7, 0, 1, 3, 3, 1, 6, 6, 7, 0, 1, 4, 7, 0, 4, 0, 2, 6, 3, 5]",28.9371891,24.75846481
"[0, 4, 4, 3, 3, 7, 6, 5, 2, 3, 5, 6, 6, 4, 2, 7, 1, 3, 3, 7, 2, 0, 5, 1, 0, 1, 2, 1]",33.58514023,33.44331741
"[3, 6, 3, 6, 0, 4, 4, 7, 6, 2, 0, 7, 2, 6, 3, 4, 3, 2, 5, 3, 6, 2, 6, 1, 0, 3, 4, 1]",34.62704849,34.68004227
"[2, 0, 4, 4, 2, 5, 0, 2, 6, 5, 0, 1, 5, 6, 6, 0, 5, 5, 0, 3, 7, 5, 2, 2, 5, 6, 1, 5]",34.86662292,33.04336548
"[5, 4, 2, 5, 4, 6, 6, 0, 4, 3, 4, 6, 3, 3, 4, 6, 7, 0, 2, 2, 0, 4, 7, 5, 3, 3, 2, 7]",29.84776688,29.353302
"[5, 5, 1, 3, 2, 6, 6, 3, 7, 4, 4, 0, 7, 5, 1, 2, 0, 2, 3, 1, 3, 1, 6, 5, 6, 0, 3, 5]",29.17621231,26.06314659
"[4, 3, 5, 3, 6, 6, 6, 6, 0, 1, 5, 4, 2, 6, 6, 1, 1, 4, 0, 3, 4, 2, 5, 7, 2, 4, 5, 1]",29.15305901,28.48327637
"[3, 3, 4, 1, 3, 0, 3, 2, 3, 3, 5, 0, 2, 1, 6, 5, 7, 0, 7, 4, 3, 6, 3, 0, 4, 6, 6, 0]",34.23278809,33.74977875
"[7, 2, 0, 6, 3, 0, 6, 4, 5, 6, 4, 6, 5, 1, 6, 4, 4, 3, 5, 7, 7, 1, 1, 0, 3, 1, 7, 0]",34.13300705,34.06633377
"[5, 7, 1, 5, 4, 7, 6, 6, 2, 1, 6, 4, 1, 7, 7, 4, 6, 4, 1, 6, 6, 0, 4, 2, 2, 4, 5, 2]",35.18031693,34.82865906
"[3, 6, 5, 3, 4, 4, 5, 3, 2, 6, 4, 7, 6, 3, 1, 3, 6, 1, 0, 3, 7, 5, 6, 5, 6, 3, 1, 4]",31.69458008,32.60687637
"[1, 7, 4, 7, 2, 0, 4, 3, 3, 4, 1, 7, 1, 3, 1, 1, 1, 6, 0, 6, 5, 7, 1, 5, 2, 7, 0, 1]",34.40567017,33.83629227
"[2, 4, 5, 4, 1, 0, 3, 7, 5, 2, 3, 0, 2, 6, 0, 3, 1, 7, 4, 5, 4, 5, 2, 6, 4, 4, 5, 4]",34.70723343,34.38153076
"[2, 7, 1, 7, 5, 2, 0, 0, 6, 7, 1, 1, 5, 5, 2, 1, 2, 4, 0, 3, 6, 7, 1, 5, 6, 6, 7, 3]",34.08895493,32.77456665
"[0, 2, 3, 1, 7, 3, 2, 0, 4, 6, 6, 2, 2, 6, 6, 7, 3, 5, 1, 5, 0, 1, 6, 1, 1, 0, 3, 0]",34.01888657,33.47928238
"[0, 0, 2, 3, 1, 5, 3, 6, 6, 6, 3, 7, 4, 5, 4, 2, 3, 6, 6, 5, 6, 7, 7, 7, 6, 7, 6, 1]",28.99253845,28.20418358
"[3, 7, 0, 3, 5, 0, 3, 4, 0, 7, 2, 4, 3, 3, 4, 7, 0, 6, 3, 7, 2, 1, 7, 5, 0, 0, 0, 6]",35.76903915,32.98092651
"[0, 5, 3, 1, 0, 3, 6, 7, 5, 4, 4, 3, 7, 1, 0, 0, 6, 6, 1, 2, 1, 4, 7, 6, 4, 0, 1, 3]",32.76537704,32.42483139
"[7, 5, 7, 2, 1, 6, 5, 0, 4, 0, 7, 2, 3, 2, 3, 7, 5, 5, 6, 0, 2, 2, 6, 2, 2, 1, 5, 3]",28.95902443,27.00237083
"[3, 0, 6, 7, 6, 3, 1, 4, 2, 1, 1, 6, 7, 2, 1, 3, 7, 6, 4, 7, 6, 7, 6, 2, 0, 2, 5, 7]",34.49462509,31.6923027
"[6, 7, 1, 6, 4, 3, 6, 3, 3, 5, 3, 3, 0, 5, 1, 2, 6, 3, 7, 2, 7, 5, 5, 6, 6, 0, 7, 7]",32.27246475,30.04772186
"[0, 6, 3, 1, 2, 5, 7, 3, 3, 1, 2, 3, 3, 4, 7, 5, 0, 5, 6, 6, 3, 6, 1, 5, 7, 0, 1, 7]",32.97825623,32.91302109
"[3, 6, 2, 1, 3, 7, 4, 1, 7, 1, 5, 3, 6, 3, 0, 4, 5, 2, 3, 4, 3, 3, 3, 6, 4, 6, 1, 3]",32.86190414,31.31210899
"[0, 7, 6, 0, 5, 6, 2, 3, 7, 4, 3, 4, 5, 6, 2, 2, 4, 2, 1, 2, 3, 7, 5, 4, 3, 3, 5, 3]",32.42510605,33.28438187
"[0, 7, 6, 7, 4, 0, 4, 1, 7, 1, 0, 2, 7, 3, 7, 1, 5, 4, 1, 7, 4, 2, 2, 6, 1, 5, 5, 4]",34.14423752,33.90233994
"[1, 5, 3, 7, 2, 0, 1, 2, 0, 7, 2, 6, 7, 1, 3, 7, 0, 6, 4, 1, 7, 0, 2, 7, 4, 6, 6, 3]",32.77499008,30.81320953
"[0, 5, 2, 4, 7, 1, 7, 7, 3, 2, 6, 2, 0, 6, 6, 7, 7, 3, 1, 2, 0, 6, 7, 4, 2, 0, 1, 1]",34.96331406,33.35121536
"[5, 7, 1, 5, 4, 7, 6, 6, 2, 1, 6, 4, 1, 7, 7, 4, 6, 4, 1, 6, 6, 0, 4, 2, 2, 4, 5, 2]",35.19055939,34.25877762
"[3, 6, 5, 3, 4, 4, 5, 3, 2, 6, 4, 7, 6, 3, 1, 3, 6, 1, 0, 3, 7, 5, 6, 5, 6, 3, 1, 4]",32.49345398,31.34614372
"[1, 7, 4, 7, 2, 0, 4, 3, 3, 4, 1, 7, 1, 3, 1, 1, 1, 6, 0, 6, 5, 7, 1, 5, 2, 7, 0, 1]",34.36188126,33.73977661
"[2, 4, 5, 4, 1, 0, 3, 7, 5, 2, 3, 0, 2, 6, 0, 3, 1, 7, 4, 5, 4, 5, 2, 6, 4, 4, 5, 4]",34.76038361,34.40650558
"[2, 7, 1, 7, 5, 2, 0, 0, 6, 7, 1, 1, 5, 5, 2, 1, 2, 4, 0, 3, 6, 7, 1, 5, 6, 6, 7, 3]",34.77718735,34.62024307
"[0, 2, 3, 1, 7, 3, 2, 0, 4, 6, 6, 2, 2, 6, 6, 7, 3, 5, 1, 5, 0, 1, 6, 1, 1, 0, 3, 0]",30.06604576,29.13728905
"[0, 0, 2, 3, 1, 5, 3, 6, 6, 6, 3, 7, 4, 5, 4, 2, 3, 6, 6, 5, 6, 7, 7, 7, 6, 7, 6, 1]",28.53696823,23.0784874
"[3, 7, 0, 3, 5, 0, 3, 4, 0, 7, 2, 4, 3, 3, 4, 7, 0, 6, 3, 7, 2, 1, 7, 5, 0, 0, 0, 6]",35.47620392,34.62362289
"[0, 5, 3, 1, 0, 3, 6, 7, 5, 4, 4, 3, 7, 1, 0, 0, 6, 6, 1, 2, 1, 4, 7, 6, 4, 0, 1, 3]",29.94395065,29.15760994
"[7, 5, 7, 2, 1, 6, 5, 0, 4, 0, 7, 2, 3, 2, 3, 7, 5, 5, 6, 0, 2, 2, 6, 2, 2, 1, 5, 3]",28.93539619,27.36334229
"[3, 0, 6, 7, 6, 3, 1, 4, 2, 1, 1, 6, 7, 2, 1, 3, 7, 6, 4, 7, 6, 7, 6, 2, 0, 2, 5, 7]",inf,33.73402786
"[6, 7, 1, 6, 4, 3, 6, 3, 3, 5, 3, 3, 0, 5, 1, 2, 6, 3, 7, 2, 7, 5, 5, 6, 6, 0, 7, 7]",32.30155563,32.16032791
"[0, 6, 3, 1, 2, 5, 7, 3, 3, 1, 2, 3, 3, 4, 7, 5, 0, 5, 6, 6, 3, 6, 1, 5, 7, 0, 1, 7]",29.79039764,25.71682549
"[3, 6, 2, 1, 3, 7, 4, 1, 7, 1, 5, 3, 6, 3, 0, 4, 5, 2, 3, 4, 3, 3, 3, 6, 4, 6, 1, 3]",0,28.98705482
"[0, 7, 6, 0, 5, 6, 2, 3, 7, 4, 3, 4, 5, 6, 2, 2, 4, 2, 1, 2, 3, 7, 5, 4, 3, 3, 5, 3]",0,31.23149872
"[0, 7, 6, 7, 4, 0, 4, 1, 7, 1, 0, 2, 7, 3, 7, 1, 5, 4, 1, 7, 4, 2, 2, 6, 1, 5, 5, 4]",0,33.70043182
"[1, 5, 3, 7, 2, 0, 1, 2, 0, 7, 2, 6, 7, 1, 3, 7, 0, 6, 4, 1, 7, 0, 2, 7, 4, 6, 6, 3]",0,27.87084007
"[0, 5, 2, 4, 7, 1, 7, 7, 3, 2, 6, 2, 0, 6, 6, 7, 7, 3, 1, 2, 0, 6, 7, 4, 2, 0, 1, 1]",0,34.26301193
"[4, 0, 5, 0, 0, 4, 5, 7, 0, 0, 4, 0, 4, 0, 4, 0, 3, 7, 2, 7, 7, 5, 2, 0, 0, 3, 2, 5]",0,26.37805939
"[7, 0, 7, 1, 3, 6, 1, 6, 1, 3, 0, 7, 5, 3, 4, 0, 4, 0, 1, 7, 6, 7, 5, 1, 2, 5, 5, 5]",0,30.77309608
"[7, 0, 4, 7, 6, 3, 0, 5, 3, 5, 0, 7, 4, 7, 4, 2, 7, 3, 0, 7, 6, 7, 3, 4, 4, 7, 1, 5]",0,33.82754517
"[7, 1, 4, 7, 6, 3, 0, 5, 3, 5, 0, 7, 4, 7, 4, 0, 4, 3, 0, 7, 6, 7, 3, 4, 4, 7, 1, 5]",0,33.72119522
"[7, 1, 7, 7, 6, 3, 0, 5, 2, 2, 0, 7, 4, 7, 4, 1, 4, 3, 0, 7, 6, 7, 3, 4, 4, 7, 1, 5]",0,33.09254074
"[7, 1, 4, 7, 6, 3, 0, 5, 3, 5, 0, 7, 4, 7, 4, 3, 4, 3, 0, 7, 6, 0, 3, 4, 4, 7, 1, 5]",0,24.75846481
"[4, 7, 4, 0, 2, 0, 0, 2, 0, 4, 7, 4, 4, 6, 4, 3, 7, 3, 0, 7, 5, 7, 3, 0, 7, 7, 6, 5]",0,33.44331741
"[4, 7, 7, 1, 3, 6, 7, 6, 1, 2, 0, 4, 4, 7, 4, 3, 0, 3, 1, 7, 6, 7, 4, 4, 4, 7, 6, 5]",0,34.68004227
